"id";"cycles";"model";"country";"failure_cause";"failure_cause_group";"assembly_date";"failure_date";"year";"month"
"8223ccab4bfd99b3f3a144c7b984ed9d";62,08;"B";"BRA";16582092;172;"2010-01-22";"2010-03-26";"2010";"01"
"48581daba337c618ea54475f00017129";80;"B";"BRA";0;999;"2010-01-25";"2010-04-05";"2010";"01"
"5908423011cb94cab05dbb13f0cbc806";79,76;"B";"BRA";0;999;"2010-01-25";"2010-03-29";"2010";"01"
"d6aa1d331849ce2f48df188c8f634c05";230,976;"A";"BRA";0;999;"2010-01-25";"2010-04-17";"2010";"01"
"bdeed794c67c0cd776de0844b61c4157";2,512;"A";"BRA";42020038;311;"2010-01-25";"2010-04-14";"2010";"01"
"bdeed794c67c0cd776de0844b61c4157";2,512;"A";"BRA";42020038;311;"2010-01-25";"2010-04-14";"2010";"01"
"f8b9c116cc3697f7d32a1cb9841decb6";78,856;"A";"BRA";0;999;"2010-01-25";"2010-03-29";"2010";"01"
"1d037dd0e1bf37e3feb1e83f585e187a";69,416;"A";"BRA";0;999;"2010-01-25";"2010-04-12";"2010";"01"
"b6721ce42c8ba2a27af6df7615ce74d3";65,792;"A";"BRA";0;999;"2010-01-25";"2010-04-01";"2010";"01"
"53bdc792134d6a64da4c4cddc995a55d";86,872;"A";"BRA";0;999;"2010-01-25";"2010-04-07";"2010";"01"
"ca5418aac917dd39ddb4ae36b7e740c7";222,664;"A";"BRA";0;999;"2010-01-25";"2010-04-13";"2010";"01"
"680e6118a5ecbfd18ea7177f4c93a3f4";47,456;"A";"BRA";0;999;"2010-01-25";"2010-04-08";"2010";"01"
"c893c780f76f7db396c678216a98da6a";239,768;"A";"BRA";0;999;"2010-01-25";"2010-04-09";"2010";"01"
"6f717675cd1d7e174209d9c097f1b66e";81,264;"A";"BRA";0;999;"2010-01-25";"2010-03-31";"2010";"01"
"2f6890391807c2d52820301dfed2d231";79,6;"A";"BRA";0;999;"2010-01-25";"2010-04-01";"2010";"01"
"36e23440fa426e43f9f72700146059d1";56,88;"A";"BRA";0;999;"2010-01-25";"2010-04-05";"2010";"01"
"dedf0110976203cd18f404b74a5b00fd";45,504;"A";"CHL";41647902;364;"2010-01-25";"2010-03-22";"2010";"01"
"c9bbb3806ed0ef6130c260a93023149d";45,056;"A";"CHL";6385230;465;"2010-01-25";"2010-04-05";"2010";"01"
"3d558077a82199d8d845b8f79a2835c7";58,536;"B";"BRA";16582092;172;"2010-01-25";"2010-04-08";"2010";"01"
"10e9e8ecf127f740f1c2a99e3ef4433c";252,488;"B";"BRA";0;177;"2010-01-25";"2010-04-05";"2010";"01"
"326038bc61da11827c54431621dccf6d";38,824;"B";"BRA";16582092;172;"2010-01-25";"2010-04-08";"2010";"01"
"3239be2abe3a82b05d11503ea853c8f5";9,584;"B";"BRA";0;999;"2010-01-26";"2010-04-06";"2010";"01"
"0771ed8b16a9de9dcf68c293688e41ca";87,96;"B";"BRA";0;999;"2010-01-26";"2010-03-15";"2010";"01"
"b679c0da161d607a0d633961ebbe19ad";80;"B";"BRA";0;999;"2010-01-26";"2010-04-05";"2010";"01"
"8a2dc3c6cb64e0b25858543b94411449";83,32;"B";"BRA";0;999;"2010-01-26";"2010-03-25";"2010";"01"
"06d2a99b4f2ce4a7b617e1f13bb6c683";9,128;"A";"BRA";7974646;721;"2010-01-26";"2010-02-04";"2010";"01"
"06d2a99b4f2ce4a7b617e1f13bb6c683";9,128;"A";"BRA";7974646;721;"2010-01-26";"2010-02-04";"2010";"01"
"f6a9c2dae62cd86d48fe8b49fd5c5359";68,616;"A";"BRA";16258174;922;"2010-01-26";"2010-03-11";"2010";"01"
"f6a9c2dae62cd86d48fe8b49fd5c5359";319,84;"A";"BRA";0;999;"2010-01-26";"2010-04-19";"2010";"01"
"3cf8aa6f2525990686858ada2943525f";96,048;"A";"BRA";0;999;"2010-01-26";"2010-03-31";"2010";"01"
"4f899a2aa68932ee44f842aef5aa0c18";54,208;"A";"BRA";0;999;"2010-01-26";"2010-03-25";"2010";"01"
"4f899a2aa68932ee44f842aef5aa0c18";54,208;"A";"BRA";41114296;874;"2010-01-26";"2010-03-25";"2010";"01"
"220192aa0fa398fd211005cdbd1b2a40";34,16;"A";"BRA";0;999;"2010-01-26";"2010-03-31";"2010";"01"
"4a64d0e9cddaee314772168f85df0acb";312,72;"A";"BRA";0;177;"2010-01-26";"2010-03-31";"2010";"01"
"4a64d0e9cddaee314772168f85df0acb";312,72;"A";"BRA";16378374;818;"2010-01-26";"2010-03-31";"2010";"01"
"1967c1927e9c7b07f3fcb63ad6a0ea69";242,512;"A";"BRA";0;999;"2010-01-26";"2010-04-20";"2010";"01"
"4a71586f33387814f53483000eaa14c8";78,04;"A";"BRA";0;999;"2010-01-26";"2010-03-30";"2010";"01"
"32e7b0518bc55ef7fb45e420b33b784e";24;"A";"BRA";0;999;"2010-01-26";"2010-04-14";"2010";"01"
"5026f278a727409f11ffe8c55dfcf09e";233,872;"A";"BRA";0;177;"2010-01-26";"2010-04-05";"2010";"01"
"84a29f95f86c5734181fd590ea98e9a2";82,56;"A";"BRA";0;999;"2010-01-26";"2010-04-05";"2010";"01"
"9a95b3449a26acd293b775bbbbbccf1d";87,96;"B";"BRA";0;999;"2010-01-26";"2010-04-07";"2010";"01"
"96e5e4861fea6540ca344d8cf68bdd65";41,936;"B";"BRA";0;999;"2010-01-27";"2010-04-06";"2010";"01"
"f436ab37b5f87aa7458f96da15b46f55";79,056;"B";"BRA";0;999;"2010-01-27";"2010-04-06";"2010";"01"
"c031100e2c795bc14020c000acbf245c";251,36;"B";"BRA";0;999;"2010-01-27";"2010-04-15";"2010";"01"
"489513bd7002f5f1319dd13ee15ea734";253,504;"B";"BRA";0;177;"2010-01-27";"2010-04-13";"2010";"01"
"489513bd7002f5f1319dd13ee15ea734";253,504;"B";"BRA";0;177;"2010-01-27";"2010-04-13";"2010";"01"
"be2d86758d91064e03e82e1d39c64f4f";66,864;"B";"BRA";0;999;"2010-01-27";"2010-04-09";"2010";"01"
"3a49981ec582001fd371b5a059eb654f";9,664;"B";"BRA";0;999;"2010-01-27";"2010-04-09";"2010";"01"
"991b7df39d9d50b57f721810f34b6a10";77,104;"A";"BRA";0;999;"2010-01-27";"2010-03-25";"2010";"01"
"8d5fd0c69038f5d25f4280eb0aa8335f";236,512;"A";"BRA";0;999;"2010-01-27";"2010-04-19";"2010";"01"
"870cbb778ad30b88ee9fc8fc95876c20";256,144;"A";"BRA";0;999;"2010-01-27";"2010-04-13";"2010";"01"
"a65405880ffeea2f153b32c9c7f9e382";78,328;"A";"BRA";0;999;"2010-01-27";"2010-03-24";"2010";"01"
"be77bc94efd67fbd1abbfc62cf71d2e1";67,64;"A";"BRA";0;999;"2010-01-27";"2010-04-07";"2010";"01"
"31460ea55dbf55648862bfbe35ac3661";245,152;"A";"BRA";0;999;"2010-01-27";"2010-04-15";"2010";"01"
"e804b4bca3713b420e09203c0b00aa32";247,64;"A";"BRA";42511948;364;"2010-01-27";"2010-04-23";"2010";"01"
"e804b4bca3713b420e09203c0b00aa32";247,64;"A";"BRA";0;999;"2010-01-27";"2010-04-23";"2010";"01"
"4eb44ba1a918114eb585eb61fb162ade";4,432;"A";"BRA";0;999;"2010-01-27";"2010-04-07";"2010";"01"
"840e57110dbfb4c806588736982258d9";83;"A";"BRA";0;999;"2010-01-27";"2010-04-01";"2010";"01"
"bea661e5b5d83f42d715a2c1e790ad3c";87,944;"A";"BRA";0;999;"2010-01-27";"2010-03-16";"2010";"01"
"2a340fb3c579a27054944e728a48e6a7";119,76;"A";"BRA";0;177;"2010-01-27";"2010-03-26";"2010";"01"
"096bd248c6ca94959875a0d173245c36";6,64;"A";"BRA";0;999;"2010-01-27";"2010-03-22";"2010";"01"
"806e92475b0b7839aef9c2069806aed4";39,64;"B";"BRA";0;999;"2010-01-28";"2010-04-01";"2010";"01"
"3b59df19d89c0df1a222a4b7ac33ee44";82,544;"B";"BRA";0;999;"2010-01-28";"2010-04-12";"2010";"01"
"6e9945e93f0d81232aba65d1797ae93f";79,36;"B";"BRA";16582086;172;"2010-01-28";"2010-03-22";"2010";"01"
"eb0621b3a7e42cd8241df6904f89575d";72,304;"A";"BRA";0;999;"2010-01-28";"2010-04-26";"2010";"01"
"00469a3fd9cda74df8a26bb599a26681";79,912;"A";"BRA";0;999;"2010-01-28";"2010-04-12";"2010";"01"
"d03dfef02a1750af9c798b8ae77f88d4";56,48;"A";"BRA";0;999;"2010-01-28";"2010-04-05";"2010";"01"
"6cb0789d1c79f21d3391436b00741b66";193,424;"A";"BRA";6186460;433;"2010-01-28";"2010-04-16";"2010";"01"
"6cb0789d1c79f21d3391436b00741b66";234,992;"A";"BRA";0;999;"2010-01-28";"2010-04-26";"2010";"01"
"8e0b850153e952b37d8c68859faaa7b6";76,472;"A";"BRA";0;999;"2010-01-28";"2010-04-23";"2010";"01"
"3b53e2b1e9e4c7e70db3cbe01da7a038";87,808;"A";"BRA";0;999;"2010-01-28";"2010-04-03";"2010";"01"
"c9526ccd6c161af129040e89878fe0ba";87,256;"A";"BRA";0;999;"2010-01-28";"2010-03-22";"2010";"01"
"7c4d2625f1e36c1393c0d7a3b7834269";14,4;"A";"ARG";41007008;234;"2010-01-28";"2010-04-08";"2010";"01"
"7c4d2625f1e36c1393c0d7a3b7834269";14,4;"A";"ARG";41007008;234;"2010-01-28";"2010-04-08";"2010";"01"
"7c4d2625f1e36c1393c0d7a3b7834269";14,4;"A";"ARG";41007008;234;"2010-01-28";"2010-04-08";"2010";"01"
"7c4d2625f1e36c1393c0d7a3b7834269";173,944;"A";"CHL";41441740;217;"2010-01-28";"2010-04-15";"2010";"01"
"3d9a4c5d4b63d2638e2afa152d6f5075";87,376;"A";"BRA";0;999;"2010-01-28";"2010-03-24";"2010";"01"
"6a4487bdcda4e887fa1e3e6c4667753d";37,376;"B";"BRA";0;999;"2010-01-28";"2010-04-06";"2010";"01"
"6121e2416eb36a8439534e7d0b162095";87,512;"B";"BRA";16582092;172;"2010-01-28";"2010-04-06";"2010";"01"
"65c5d02013e50d4a2715ee8ae8d47b02";19,784;"B";"BRA";0;999;"2010-01-29";"2010-04-05";"2010";"01"
"280bdd8437d709e20d788e25d1c127c2";17,528;"B";"BRA";0;999;"2010-01-29";"2010-04-12";"2010";"01"
"f084df5ffa95ff436bdd3a8533e2f0a7";62,072;"B";"BRA";16582086;172;"2010-01-29";"2010-04-06";"2010";"01"
"6094be489fe02df1c50dd518971b3f02";26,016;"B";"BRA";0;999;"2010-01-29";"2010-04-09";"2010";"01"
"7dc923a1a8a2b4c744095c5290478f55";72,656;"A";"BRA";0;999;"2010-01-29";"2010-04-15";"2010";"01"
"7745947696c8a7bf08f809eb317e983a";73,312;"A";"BRA";0;999;"2010-01-29";"2010-04-23";"2010";"01"
"eaa8695726ed6435a7d9c95524da537b";10,4;"A";"BRA";42020038;311;"2010-01-29";"2010-04-14";"2010";"01"
"70bdd457c5ce5a49394643c4419be670";81,608;"A";"BRA";0;999;"2010-01-29";"2010-04-26";"2010";"01"
"1ee7e214df58f70cc7774a0459f691f5";76,976;"A";"BRA";0;999;"2010-01-29";"2010-04-19";"2010";"01"
"106be5b1281aab1fbd88d1f773a8d09c";84,432;"A";"BRA";0;999;"2010-01-29";"2010-03-26";"2010";"01"
"cdeae9db6b7ba95d5f93dd4bd1cf66f0";80,52;"A";"BRA";0;999;"2010-01-29";"2010-03-30";"2010";"01"
"060504b4077d98bcd339f6d7a0df1301";84,672;"A";"BRA";0;999;"2010-01-29";"2010-03-29";"2010";"01"
"060504b4077d98bcd339f6d7a0df1301";47,096;"A";"BRA";42709194;364;"2010-01-29";"2010-03-23";"2010";"01"
"060504b4077d98bcd339f6d7a0df1301";233,264;"A";"BRA";0;999;"2010-01-29";"2010-04-22";"2010";"01"
"4f2552af4ee446029630cc68a8047af1";79,944;"A";"BRA";0;999;"2010-01-29";"2010-03-24";"2010";"01"
"b496db32af082af43f2941e0f23aa451";71,84;"A";"BRA";0;999;"2010-01-29";"2010-03-31";"2010";"01"
"9eea731129496fbf61e9cf835117ffae";87,12;"A";"BRA";0;999;"2010-01-29";"2010-04-22";"2010";"01"
"c966d3d96808b62742872bd1c2c9e95e";43,384;"A";"BRA";0;999;"2010-01-29";"2010-03-30";"2010";"01"
"9d66a531c74b7c080d67bd0d39594f4a";75,344;"A";"BRA";0;999;"2010-01-29";"2010-04-07";"2010";"01"
"6205eea1390df79b793ab67798d75f67";86,912;"A";"BRA";0;999;"2010-01-29";"2010-04-19";"2010";"01"
"62a21b5ab98acda94acb33d574796140";63,904;"A";"BRA";0;999;"2010-01-29";"2010-04-09";"2010";"01"
"fbb80248b9c6f3f3dbe69b5ee2ccb187";84,136;"A";"BRA";0;999;"2010-01-29";"2010-04-09";"2010";"01"
"0581aa9e83b7e95cd311b46c859c24fe";76,096;"A";"BRA";0;999;"2010-01-29";"2010-04-08";"2010";"01"
"89aaa72f405c30c275a9a63f7d86a6d6";118,96;"A";"BRA";0;177;"2010-01-29";"2010-03-30";"2010";"01"
"77a189dd801d14dd848bae1aee598ef5";7,792;"B";"BRA";0;999;"2010-01-30";"2010-03-26";"2010";"01"
"60ac6653ee9c922565bf4cf6568d12eb";74,32;"B";"BRA";0;999;"2010-01-30";"2010-03-22";"2010";"01"
"60aec011982c0bd1feab3ba4e2fbf527";61,736;"B";"BRA";0;999;"2010-01-30";"2010-04-15";"2010";"01"
"63ab058f1ad71a886bd8602bdc555d85";77,728;"A";"BRA";0;999;"2010-01-30";"2010-03-26";"2010";"01"
"cc904cb26c6fc2743850a52ffeb9f49b";43,04;"A";"BRA";0;999;"2010-01-30";"2010-04-08";"2010";"01"
"058c878a7599d35593260e6ddd7d9652";229,848;"A";"BRA";0;999;"2010-01-30";"2010-04-26";"2010";"01"
"624dc0c816632299ac7cc5357f38f1d2";79,84;"A";"BRA";0;999;"2010-01-30";"2010-04-15";"2010";"01"
"ce3e0f324e3cfdb2684b62b38afa653a";83,208;"A";"BRA";0;999;"2010-01-30";"2010-04-06";"2010";"01"
"ce3e0f324e3cfdb2684b62b38afa653a";83,208;"A";"BRA";41733218;234;"2010-01-30";"2010-04-06";"2010";"01"
"7cc9dc36fbe0a3da3391bde1fd69aebc";81,072;"A";"BRA";0;999;"2010-01-30";"2010-04-12";"2010";"01"
"7cc9dc36fbe0a3da3391bde1fd69aebc";32,304;"A";"BRA";6385230;465;"2010-01-30";"2010-03-26";"2010";"01"
"7cc9dc36fbe0a3da3391bde1fd69aebc";32,304;"A";"BRA";42194896;353;"2010-01-30";"2010-03-26";"2010";"01"
"570e077ccbf348ef2c7e711fa5d7b0fd";78,136;"A";"BRA";0;999;"2010-01-30";"2010-03-29";"2010";"01"
"9a78b36c48f5b6cc56222d7f5bb05a09";66,928;"A";"BRA";0;999;"2010-01-30";"2010-04-22";"2010";"01"
"3a4aa235b57ca619dbf02f7338092571";1129,256;"A";"BRA";2139992;465;"2010-01-04";"2011-04-11";"2010";"01"
"3a4aa235b57ca619dbf02f7338092571";1129,256;"A";"BRA";164229012;352;"2010-01-04";"2011-04-11";"2010";"01"
"3a4aa235b57ca619dbf02f7338092571";1129,256;"A";"BRA";41871042;263;"2010-01-04";"2011-04-11";"2010";"01"
"3a4aa235b57ca619dbf02f7338092571";1129,256;"A";"BRA";42516440;261;"2010-01-04";"2011-04-11";"2010";"01"
"3a4aa235b57ca619dbf02f7338092571";1129,256;"A";"BRA";3257906;563;"2010-01-04";"2011-04-11";"2010";"01"
"dfb258a9e388b53d5b89c7085795fe88";1586,936;"A";"BRA";41871042;263;"2010-01-04";"2011-04-04";"2010";"01"
"98a9a32fb3ca58f88f2980f9adfd7ddd";1318,264;"A";"BRA";2139992;465;"2010-01-04";"2011-03-29";"2010";"01"
"c143b678885365b7deccc38d62a194e8";888,296;"A";"BRA";42194898;353;"2010-01-04";"2011-03-24";"2010";"01"
"f75a57fc12770e7e6d3bc3f2c5e6fd41";371,448;"B";"BRA";16246546;563;"2010-01-04";"2011-04-06";"2010";"01"
"2658c91ecbca5651a53b4b13709c62fa";942,808;"B";"BRA";16246546;563;"2010-01-04";"2011-04-03";"2010";"01"
"f5d533b7c367bc6f41819ab9f279238d";854,744;"B";"BRA";16246546;563;"2010-01-04";"2011-03-22";"2010";"01"
"8d0bf0989286ab5d4bde4b4426c37149";11,56;"B";"BRA";16246546;563;"2010-01-05";"2011-03-30";"2010";"01"
"556e343d5ec073310bd06c31426d986a";429,224;"B";"BRA";16246546;563;"2010-01-05";"2011-04-13";"2010";"01"
"556e343d5ec073310bd06c31426d986a";406,216;"B";"BRA";41013150;773;"2010-01-05";"2011-03-26";"2010";"01"
"556e343d5ec073310bd06c31426d986a";406,216;"B";"BRA";41013150;773;"2010-01-05";"2011-03-26";"2010";"01"
"43511d4a95d25482e140a48746fa74ae";1046,944;"B";"BRA";16246546;563;"2010-01-05";"2011-03-24";"2010";"01"
"22ea4a2ae2a1c2d416bd065e5f4c4759";929,048;"A";"BRA";16345280;431;"2010-01-05";"2011-03-03";"2010";"01"
"22ea4a2ae2a1c2d416bd065e5f4c4759";929,048;"A";"BRA";42753952;818;"2010-01-05";"2011-03-03";"2010";"01"
"f7a5e2afa1d72b7097531977064447fd";956,208;"A";"BRA";42521152;393;"2010-01-05";"2011-03-21";"2010";"01"
"7ab1028b1b924eb1a3bd2de14b9406f0";263,616;"A";"BRA";0;177;"2010-01-05";"2011-04-07";"2010";"01"
"5f436e07b682e64c649e7f63c6a733c2";538,4;"B";"ARG";42687130;432;"2010-01-05";"2011-01-13";"2010";"01"
"59d6b17b7b2e829ba333007d756c0694";410,4;"B";"BRA";16246546;563;"2010-01-06";"2011-04-19";"2010";"01"
"d0fdbcdcac6b3f29dc8d78c73df59cc9";1163,376;"A";"BRA";3343962;461;"2010-01-06";"2011-03-30";"2010";"01"
"f8de60a86400cf2b485f731e2777fed6";576,744;"A";"BRA";42020038;311;"2010-01-06";"2011-03-16";"2010";"01"
"ab629a7cca281e1d247ed26a622f3f8a";772,896;"B";"ARG";170221166;561;"2010-01-06";"2010-11-06";"2010";"01"
"05c20cc51474067a339d784739f58635";24,864;"B";"BRA";41051784;432;"2010-01-07";"2011-03-03";"2010";"01"
"4931b7bf8e3ade7753988e44de572f60";1219,48;"B";"BRA";16246546;563;"2010-01-07";"2011-04-07";"2010";"01"
"5cbcbf1e1623e707db996bde1d5bd11b";670,936;"B";"BRA";16246546;563;"2010-01-07";"2011-03-22";"2010";"01"
"32ec5efbf03f6ba003c04394cfd34f71";392;"B";"BRA";0;177;"2010-01-07";"2011-03-18";"2010";"01"
"32ec5efbf03f6ba003c04394cfd34f71";392;"B";"BRA";41425736;818;"2010-01-07";"2011-03-18";"2010";"01"
"699b1e5dd6bc53d7c0a90377e9fcf2c2";1176,92;"A";"BRA";42604182;432;"2010-01-07";"2011-03-31";"2010";"01"
"bb679bbba9ad6183e53fa65f8daaea17";489,704;"A";"BRA";6185030;437;"2010-01-07";"2011-03-24";"2010";"01"
"30d894237405088d559b0c6056b0e915";1514,344;"A";"BRA";2139992;465;"2010-01-07";"2011-04-12";"2010";"01"
"48679361da9232b19df258d7a2ed8ebc";1076,48;"A";"BRA";41569074;293;"2010-01-07";"2011-03-16";"2010";"01"
"599a7ad44e195d2fba9d9e36b4898cb7";768,976;"A";"BRA";42194896;353;"2010-01-07";"2011-03-29";"2010";"01"
"ece8edd4b030ee5728b9c78fadfe2c42";1238,136;"A";"BRA";42152188;253;"2010-01-07";"2011-03-24";"2010";"01"
"c3f076b1bffc786f4db421887b3b98da";962,4;"A";"BRA";42024918;253;"2010-01-07";"2011-03-28";"2010";"01"
"688cf33c694d2353fc87c66208b791f2";424,712;"B";"BRA";0;177;"2010-01-08";"2011-03-29";"2010";"01"
"3aef3586983eaf4db31ff5e7f50aa0e4";978,36;"B";"BRA";16246546;563;"2010-01-08";"2011-03-22";"2010";"01"
"4aef3b8c4e16aad5882b515edc55baa4";1209,384;"A";"BRA";41635484;215;"2010-01-08";"2011-03-25";"2010";"01"
"4aef3b8c4e16aad5882b515edc55baa4";1209,384;"A";"BRA";42404850;376;"2010-01-08";"2011-03-25";"2010";"01"
"4aef3b8c4e16aad5882b515edc55baa4";1200;"A";"BRA";41077300;512;"2010-01-08";"2011-03-25";"2010";"01"
"4aef3b8c4e16aad5882b515edc55baa4";1200;"A";"BRA";41077300;512;"2010-01-08";"2011-03-25";"2010";"01"
"00c47b0ce4d2153b83a7d7a7126c8d64";745,2;"A";"BRA";41871042;263;"2010-01-08";"2011-03-16";"2010";"01"
"9bf98422282dcde0a6fcec35f37c0a03";1204,48;"A";"BRA";42758102;253;"2010-01-08";"2011-03-24";"2010";"01"
"2aa02e9fb0f8438e29e60f67ffa5c0f5";1238,448;"A";"BRA";2139992;465;"2010-01-08";"2011-03-23";"2010";"01"
"a6fde58da0e672ddd60d0a00a5fa391b";1207,488;"A";"BRA";40904304;563;"2010-01-08";"2011-03-26";"2010";"01"
"d247708671aff75f45a5aba2b8f750f8";1206,456;"B";"BRA";170219360;213;"2010-01-11";"2011-03-04";"2010";"01"
"6f833a1ef12679fb8cf11221546cd9c4";1073,944;"B";"BRA";42481384;381;"2010-01-11";"2011-04-14";"2010";"01"
"6f833a1ef12679fb8cf11221546cd9c4";1073,944;"B";"BRA";41464608;386;"2010-01-11";"2011-04-14";"2010";"01"
"267ec96f0a57784d6a17c30fcf3e7b9c";1259,416;"A";"BRA";41077586;211;"2010-01-11";"2011-04-15";"2010";"01"
"7fac810a339b9213ab73954837451c94";1555,8;"A";"BRA";42370172;215;"2010-01-11";"2011-04-09";"2010";"01"
"8c8c0a470214c8ce05e786516d03849c";1298,64;"A";"BRA";42526448;373;"2010-01-11";"2011-03-21";"2010";"01"
"aa1fa174045edae606d1a185177141ef";396,048;"B";"BRA";41765488;827;"2010-01-12";"2011-03-23";"2010";"01"
"aa1fa174045edae606d1a185177141ef";396,048;"B";"BRA";41122424;432;"2010-01-12";"2011-03-23";"2010";"01"
"aa1fa174045edae606d1a185177141ef";396,048;"B";"BRA";16246546;563;"2010-01-12";"2011-03-23";"2010";"01"
"5abab4d1ad2500ccfb4b374f32d33bb7";1275,536;"A";"BRA";41049168;413;"2010-01-12";"2011-03-31";"2010";"01"
"5abab4d1ad2500ccfb4b374f32d33bb7";1275,536;"A";"BRA";41049168;413;"2010-01-12";"2011-03-31";"2010";"01"
"ab355d9cbddc0f5a6e53d6de7286cbab";1881,776;"A";"BRA";41871042;263;"2010-01-12";"2011-04-01";"2010";"01"
"ab355d9cbddc0f5a6e53d6de7286cbab";1881,776;"A";"BRA";42526448;373;"2010-01-12";"2011-04-01";"2010";"01"
"ab355d9cbddc0f5a6e53d6de7286cbab";1881,776;"A";"BRA";41114296;874;"2010-01-12";"2011-04-01";"2010";"01"
"6c15c26adaa2040c4f4b9f51ece1de2a";1206,376;"B";"BRA";43185954;852;"2010-01-12";"2011-04-15";"2010";"01"
"c04049647770b1cd061ebf1194b9b969";1538,208;"B";"BRA";16246546;563;"2010-01-13";"2011-04-08";"2010";"01"
"7117144719c0d1e174c1eb090a6b2232";567,128;"B";"BRA";16246546;563;"2010-01-13";"2011-03-31";"2010";"01"
"b566fab0f60f7669f51f8ad1e791e818";981,032;"A";"BRA";41948978;252;"2010-01-13";"2011-03-30";"2010";"01"
"b566fab0f60f7669f51f8ad1e791e818";981,032;"A";"BRA";42194898;353;"2010-01-13";"2011-03-30";"2010";"01"
"b566fab0f60f7669f51f8ad1e791e818";981,032;"A";"BRA";164229000;352;"2010-01-13";"2011-03-30";"2010";"01"
"b1c00f93bb79e9ff1c6216f3b0aeba57";78,4;"A";"BRA";42628278;432;"2010-01-13";"2011-03-21";"2010";"01"
"b1c00f93bb79e9ff1c6216f3b0aeba57";78,4;"A";"BRA";42628278;432;"2010-01-13";"2011-03-21";"2010";"01"
"b1c00f93bb79e9ff1c6216f3b0aeba57";78,4;"A";"BRA";0;172;"2010-01-13";"2011-03-21";"2010";"01"
"1c583a402d5095ace37004050222dc63";1277,472;"A";"BRA";41650912;573;"2010-01-13";"2011-03-22";"2010";"01"
"1c583a402d5095ace37004050222dc63";1277,472;"A";"BRA";164734230;352;"2010-01-13";"2011-03-22";"2010";"01"
"1c583a402d5095ace37004050222dc63";1277,472;"A";"BRA";164734226;352;"2010-01-13";"2011-03-22";"2010";"01"
"1c583a402d5095ace37004050222dc63";1277,472;"A";"BRA";41488818;562;"2010-01-13";"2011-03-22";"2010";"01"
"1c583a402d5095ace37004050222dc63";1277,472;"A";"BRA";3098796;216;"2010-01-13";"2011-03-22";"2010";"01"
"1c583a402d5095ace37004050222dc63";1277,472;"A";"BRA";41083880;217;"2010-01-13";"2011-03-22";"2010";"01"
"e5e17f4f133591a94dd3be387ee87298";1202,736;"A";"BRA";3098796;216;"2010-01-13";"2011-04-08";"2010";"01"
"e5e17f4f133591a94dd3be387ee87298";1202,736;"A";"BRA";42370172;215;"2010-01-13";"2011-04-08";"2010";"01"
"e5e17f4f133591a94dd3be387ee87298";1231,896;"A";"BRA";41180504;432;"2010-01-13";"2011-04-20";"2010";"01"
"2b2b6a97d25979736303ac5787ccd74f";956,928;"A";"BRA";42194896;353;"2010-01-13";"2011-04-20";"2010";"01"
"222400f04545938abe0011f0b3664dc1";1143,712;"A";"BRA";42687130;432;"2010-01-13";"2011-03-28";"2010";"01"
"222400f04545938abe0011f0b3664dc1";1143,712;"A";"BRA";42687130;432;"2010-01-13";"2011-03-28";"2010";"01"
"222400f04545938abe0011f0b3664dc1";1144,48;"A";"BRA";42085866;376;"2010-01-13";"2011-04-08";"2010";"01"
"222400f04545938abe0011f0b3664dc1";1183,544;"A";"BRA";42020038;311;"2010-01-13";"2011-04-11";"2010";"01"
"222400f04545938abe0011f0b3664dc1";1183,544;"A";"BRA";16313504;922;"2010-01-13";"2011-04-11";"2010";"01"
"222400f04545938abe0011f0b3664dc1";1183,544;"A";"BRA";16313504;922;"2010-01-13";"2011-04-11";"2010";"01"
"222400f04545938abe0011f0b3664dc1";1183,544;"A";"BRA";16309706;353;"2010-01-13";"2011-04-11";"2010";"01"
"222400f04545938abe0011f0b3664dc1";1183,544;"A";"BRA";16309706;353;"2010-01-13";"2011-04-11";"2010";"01"
"222400f04545938abe0011f0b3664dc1";1183,544;"A";"BRA";41948978;252;"2010-01-13";"2011-04-11";"2010";"01"
"222400f04545938abe0011f0b3664dc1";1183,544;"A";"BRA";42194898;353;"2010-01-13";"2011-04-11";"2010";"01"
"222400f04545938abe0011f0b3664dc1";1183,544;"A";"BRA";164734226;352;"2010-01-13";"2011-04-11";"2010";"01"
"222400f04545938abe0011f0b3664dc1";1183,544;"A";"BRA";164734226;352;"2010-01-13";"2011-04-11";"2010";"01"
"b86ac035e3b13d5843b942161dffb541";55,256;"B";"BRA";16246546;563;"2010-01-14";"2011-04-08";"2010";"01"
"5bc5a07e6f2f4de7cc208e4b83e3f21a";966,976;"A";"BRA";42753952;818;"2010-01-14";"2011-03-25";"2010";"01"
"5bc5a07e6f2f4de7cc208e4b83e3f21a";966,976;"A";"BRA";42753952;818;"2010-01-14";"2011-03-25";"2010";"01"
"9dcc69715266dff3998f770bf382451b";421,368;"B";"BRA";16246546;563;"2010-01-15";"2011-04-11";"2010";"01"
"9dcc69715266dff3998f770bf382451b";421,368;"B";"BRA";41493830;413;"2010-01-15";"2011-04-11";"2010";"01"
"f86fa02864f86c45c0c930d3ed732b49";748,416;"B";"BRA";16246546;563;"2010-01-15";"2011-04-13";"2010";"01"
"a6ee28e5976f0c6b13d65e9c1f4828b5";993,2;"B";"BRA";16246546;563;"2010-01-15";"2011-04-20";"2010";"01"
